,payment_date,card_type,amount_spent
9451,2021-08-11 08:53:43,jcb,9345
9452,2021-09-21 13:07:06,jcb,9572
9453,2021-07-29 16:32:32,instapayment,6601
9454,2021-02-16 09:08:43,americanexpress,1710
9455,2021-01-29 22:51:23,mastercard,3318
9456,2021-10-15 00:18:48,jcb,8397
9457,2021-06-17 22:31:32,jcb,5828
9458,2021-08-26 10:40:16,jcb,4986
9459,2021-07-27 02:20:39,diners-club-carte-blanche,8947
9460,2021-01-30 13:11:39,mastercard,1137
9461,2021-05-15 00:25:47,laser,3074
9462,2021-09-12 10:43:20,jcb,3604
9463,2021-09-21 01:33:27,mastercard,4455
9464,2021-02-03 00:03:14,laser,4302
9465,2021-03-07 12:33:23,jcb,7129
9466,2021-09-21 20:05:22,switch,640
9467,2021-01-31 03:46:46,diners-club-carte-blanche,9129
9468,2021-07-02 13:34:16,jcb,1386
9469,2021-07-18 14:37:08,jcb,2306
9470,2021-04-09 20:20:33,switch,332
9471,2021-04-20 10:44:37,jcb,3082
9472,2021-04-25 01:10:48,jcb,3620
9473,2021-04-28 23:24:25,jcb,6743
9474,2021-08-11 04:05:25,jcb,9570
9475,2021-12-04 08:22:35,laser,2183
9476,2021-09-12 01:05:59,maestro,9485
9477,2021-09-01 01:14:42,jcb,9669
9478,2021-04-06 05:14:35,jcb,1124
9479,2021-10-24 12:12:35,jcb,2698
9480,2021-12-15 04:44:52,china-unionpay,5723
9481,2021-09-01 06:54:38,jcb,4547
9482,2021-06-15 06:32:31,maestro,3268
9483,2021-02-23 10:49:52,jcb,5206
9484,2021-10-14 19:48:00,jcb,9358
9485,2021-09-03 19:32:20,jcb,1676
9486,2021-03-08 21:32:39,china-unionpay,7765
9487,2021-08-07 21:37:58,mastercard,6218
9488,2021-12-23 12:40:04,maestro,4890
9489,2021-04-24 13:59:56,maestro,4402
9490,2021-07-02 02:32:08,jcb,5867
9491,2021-09-24 18:31:00,bankcard,3962
9492,2021-11-18 01:24:34,mastercard,1703
9493,2021-08-25 17:54:50,switch,4910
9494,2021-09-29 12:42:16,mastercard,5616
9495,2021-12-12 15:04:40,maestro,348
9496,2021-06-14 05:34:21,jcb,3604
9497,2021-11-20 08:38:07,mastercard,7986
9498,2021-05-20 21:27:59,china-unionpay,5683
9499,2021-12-11 20:27:22,jcb,2187
9500,2021-07-08 04:10:31,bankcard,7715
9501,2021-04-13 12:38:43,jcb,7556
9502,2021-01-20 23:03:18,china-unionpay,8571
9503,2021-08-11 05:58:10,jcb,7671
9504,2021-09-15 12:59:43,jcb,6897
9505,2021-09-18 14:15:33,bankcard,1322
9506,2021-08-25 14:29:44,maestro,6879
9507,2021-01-29 18:30:31,americanexpress,6967
9508,2021-10-14 16:50:08,jcb,6917
9509,2021-11-13 12:34:19,visa-electron,5257
9510,2021-06-06 08:49:47,diners-club-us-ca,200
9511,2021-07-23 07:30:12,maestro,6443
9512,2021-09-22 05:41:27,jcb,728
9513,2021-06-21 20:23:36,bankcard,6650
9514,2021-04-30 23:44:46,visa-electron,9831
9515,2021-04-19 13:13:49,solo,265
9516,2021-11-27 17:39:32,jcb,3471
9517,2021-07-24 00:28:03,diners-club-carte-blanche,4508
9518,2021-10-09 12:43:20,diners-club-us-ca,8220
9519,2021-11-11 21:35:10,jcb,5848
9520,2021-10-02 18:08:32,jcb,9036
9521,2021-10-13 13:47:58,switch,446
9522,2021-09-11 16:29:53,jcb,2017
9523,2021-01-14 12:11:01,jcb,7201
9524,2021-10-03 09:50:50,jcb,649
9525,2021-11-28 09:18:02,jcb,8910
9526,2021-09-16 01:05:58,china-unionpay,1324
9527,2021-04-29 10:50:05,americanexpress,8225
9528,2021-11-16 20:30:40,diners-club-carte-blanche,222
9529,2021-03-30 22:11:06,maestro,4777
9530,2021-11-18 21:15:49,visa-electron,1444
9531,2021-12-15 22:08:41,jcb,2932
9532,2021-09-03 21:13:20,jcb,9837
9533,2021-09-08 19:12:09,diners-club-us-ca,2150
9534,2021-09-23 23:10:08,china-unionpay,394
9535,2021-02-08 09:27:22,mastercard,5292
9536,2021-08-29 07:54:50,jcb,7312
9537,2021-03-03 18:35:16,maestro,2079
9538,2021-09-02 12:15:10,diners-club-enroute,6905
9539,2021-03-31 21:39:55,diners-club-carte-blanche,6128
9540,2021-06-18 11:55:16,jcb,4036
9541,2021-03-23 15:06:09,jcb,6837
9542,2021-12-05 17:11:52,jcb,8651
9543,2021-03-16 18:34:44,jcb,6238
9544,2021-01-04 03:58:08,jcb,3699
9545,2021-04-24 11:13:41,jcb,9405
9546,2021-09-18 19:38:25,americanexpress,825
9547,2021-01-30 14:35:17,jcb,2715
9548,2021-07-02 07:28:33,jcb,3738
9549,2021-03-10 02:08:19,mastercard,7561
9550,2021-04-05 06:46:23,jcb,8248
9551,2021-04-17 22:56:53,maestro,163
9552,2021-08-05 16:24:24,jcb,547
9553,2021-11-09 15:29:07,americanexpress,4180
9554,2021-03-13 09:03:36,maestro,1689
9555,2021-11-14 03:20:26,diners-club-carte-blanche,4552
9556,2021-04-05 17:05:26,americanexpress,224
9557,2021-08-26 19:19:38,maestro,4423
9558,2021-12-06 22:54:37,jcb,5476
9559,2021-07-22 12:41:13,switch,1678
9560,2021-08-29 15:40:10,jcb,8378
9561,2021-05-28 00:25:38,jcb,847
9562,2021-08-19 00:21:28,switch,2012
9563,2021-03-19 04:58:54,mastercard,4244
9564,2021-07-22 13:16:48,mastercard,362
9565,2021-02-16 04:00:44,jcb,9294
9566,2021-09-08 05:50:25,jcb,5661
9567,2021-02-01 15:56:56,jcb,9705
9568,2021-02-08 21:53:06,mastercard,7878
9569,2021-11-30 22:24:02,switch,6172
9570,2021-12-09 23:05:19,maestro,1969
9571,2021-10-01 09:44:43,switch,178
9572,2021-07-18 21:14:07,jcb,212
9573,2021-09-05 04:11:46,jcb,5822
9574,2021-11-22 06:03:57,jcb,6039
9575,2021-04-30 21:12:53,jcb,7852
9576,2021-12-17 12:41:53,jcb,8503
9577,2021-02-06 08:19:41,jcb,8438
9578,2021-12-23 21:06:51,diners-club-carte-blanche,1558
9579,2021-02-08 10:11:53,jcb,6232
9580,2021-04-28 08:48:28,jcb,9061
9581,2021-06-18 17:38:31,diners-club-us-ca,9273
9582,2021-02-08 01:43:49,jcb,4791
9583,2021-08-12 17:20:53,jcb,1197
9584,2021-05-31 02:56:12,china-unionpay,8463
9585,2021-12-01 09:30:58,visa-electron,7961
9586,2021-07-29 08:35:52,maestro,7074
9587,2021-08-22 12:52:29,jcb,4417
9588,2021-05-27 23:48:16,jcb,9479
9589,2021-01-20 04:14:34,mastercard,5091
9590,2021-04-12 14:57:36,mastercard,9517
9591,2021-07-06 15:26:27,americanexpress,8146
9592,2021-11-21 01:07:37,solo,8797
9593,2021-09-10 09:31:20,bankcard,1980
9594,2021-08-15 06:25:37,jcb,9293
9595,2021-05-26 15:23:42,switch,7037
9596,2021-10-16 15:33:40,mastercard,8825
9597,2021-06-07 16:19:07,switch,3843
9598,2021-09-04 14:31:27,jcb,2495
9599,2021-03-28 05:40:34,china-unionpay,2992
9600,2021-04-10 19:17:06,laser,6365
9601,2021-02-17 04:56:13,mastercard,2648
9602,2021-10-11 15:12:02,jcb,7961
9603,2021-04-09 23:09:09,jcb,4188
9604,2021-11-17 03:02:07,bankcard,2370
9605,2021-09-11 00:07:49,mastercard,8582
9606,2021-05-12 14:32:30,jcb,2481
9607,2021-06-23 12:09:48,maestro,4082
9608,2021-08-23 04:36:52,americanexpress,4431
9609,2021-01-02 23:32:05,jcb,4402
9610,2021-04-07 07:06:33,jcb,3793
9611,2021-09-03 10:13:58,diners-club-enroute,4021
9612,2021-05-01 17:22:31,jcb,1549
9613,2021-08-21 07:23:19,china-unionpay,2258
9614,2021-01-10 21:07:11,diners-club-carte-blanche,2469
9615,2021-12-07 21:23:58,jcb,3489
9616,2021-01-10 15:04:45,jcb,3322
9617,2021-04-04 05:39:56,jcb,7124
9618,2021-11-01 02:07:26,bankcard,6375
9619,2021-09-12 23:10:55,mastercard,4643
9620,2021-07-28 08:50:28,jcb,1969
9621,2021-08-31 08:05:51,jcb,8148
9622,2021-02-24 02:14:59,visa-electron,4705
9623,2021-09-28 05:29:12,jcb,8164
9624,2021-07-24 02:01:36,switch,7324
9625,2021-06-07 21:40:21,jcb,549
9626,2021-09-11 01:48:42,visa,3174
9627,2021-07-23 06:59:28,switch,222
9628,2021-01-05 20:19:35,jcb,126
9629,2021-10-25 14:43:26,switch,620
9630,2021-07-12 14:20:46,bankcard,2466
9631,2021-04-09 14:51:15,mastercard,3177
9632,2021-01-03 14:11:17,jcb,6813
9633,2021-03-19 22:47:12,visa-electron,4486
9634,2021-07-02 02:44:08,diners-club-carte-blanche,767
9635,2021-08-04 09:48:43,switch,1623
9636,2021-09-01 06:43:50,laser,9451
9637,2021-10-13 17:07:12,laser,1451
9638,2021-04-17 06:04:20,jcb,7485
9639,2021-07-16 12:42:47,jcb,4295
9640,2021-04-21 10:25:28,jcb,1609
9641,2021-02-12 05:52:53,china-unionpay,5124
9642,2021-08-12 17:12:24,china-unionpay,1735
9643,2021-07-07 09:25:10,maestro,7552
9644,2021-01-19 18:56:38,china-unionpay,8875
9645,2021-10-29 13:26:34,visa-electron,4029
9646,2021-10-31 08:16:06,visa-electron,3142
9647,2021-06-19 17:25:14,jcb,4063
9648,2021-07-18 08:49:25,jcb,9299
9649,2021-11-26 20:33:59,jcb,6946
9650,2021-01-27 09:59:14,laser,2274
9651,2021-01-30 23:01:11,jcb,9863
9652,2021-02-20 12:28:55,bankcard,3177
9653,2021-02-21 03:18:09,jcb,9949
9654,2021-04-23 19:13:12,jcb,3010
9655,2021-10-09 06:23:43,diners-club-carte-blanche,7104
9656,2021-02-16 20:39:18,jcb,1375
9657,2021-01-09 13:24:10,china-unionpay,2738
9658,2021-01-04 23:16:19,jcb,9056
9659,2021-08-31 00:42:34,jcb,6411
9660,2021-06-17 18:59:49,china-unionpay,3568
9661,2021-08-06 09:54:17,jcb,755
9662,2021-09-01 10:29:40,jcb,8549
9663,2021-04-22 05:05:29,jcb,5357
9664,2021-08-26 09:08:19,diners-club-us-ca,9842
9665,2021-11-09 02:43:50,mastercard,3288
9666,2021-09-20 22:41:23,mastercard,9741
9667,2021-03-29 20:22:16,jcb,8326
9668,2021-10-19 05:22:03,diners-club-carte-blanche,3817
9669,2021-02-02 13:50:08,china-unionpay,8594
9670,2021-12-02 06:10:10,diners-club-enroute,9735
9671,2021-01-18 00:47:31,jcb,829
9672,2021-03-23 07:17:46,jcb,4023
9673,2021-10-21 14:24:49,jcb,2258
9674,2021-12-14 09:59:21,mastercard,6395
9675,2021-07-18 20:19:22,jcb,742
9676,2021-09-01 00:49:48,jcb,5510
9677,2021-04-23 06:52:37,jcb,6608
9678,2021-03-16 13:15:09,laser,4978
9679,2021-03-18 21:46:33,laser,2954
9680,2021-08-05 02:22:47,solo,6988
9681,2021-10-01 13:26:55,jcb,6187
9682,2021-06-07 02:05:23,switch,5329
9683,2021-02-22 02:18:48,maestro,5152
9684,2021-04-06 09:23:18,jcb,8827
9685,2021-05-07 23:14:32,visa-electron,9975
9686,2021-05-16 03:17:29,mastercard,4495
9687,2021-11-27 06:56:14,jcb,3303
9688,2021-04-19 16:06:13,diners-club-enroute,5332
9689,2021-11-29 09:07:01,jcb,324
9690,2021-06-25 10:54:23,diners-club-carte-blanche,9699
9691,2021-09-10 05:21:48,jcb,6008
9692,2021-08-06 07:53:54,switch,6623
9693,2021-08-10 15:43:02,maestro,8268
9694,2021-04-07 17:40:52,china-unionpay,1981
9695,2021-04-04 03:24:31,jcb,385
9696,2021-01-22 22:55:53,jcb,326
9697,2021-12-14 18:51:52,visa-electron,8301
9698,2021-06-11 23:18:31,china-unionpay,5622
9699,2021-08-16 08:36:47,mastercard,5315
9700,2021-06-05 03:36:19,jcb,7873
9701,2021-03-17 00:34:07,bankcard,7216
9702,2021-08-07 04:27:09,jcb,9575
9703,2021-04-03 17:19:07,solo,4366
9704,2021-09-14 13:50:03,jcb,4169
9705,2021-02-25 07:34:39,china-unionpay,3155
9706,2021-10-01 00:33:33,maestro,7184
9707,2021-06-01 18:45:19,jcb,838
9708,2021-05-26 01:59:41,jcb,9611
9709,2021-04-17 01:38:51,jcb,7880
9710,2021-02-13 21:08:31,americanexpress,3431
9711,2021-02-08 07:18:08,diners-club-carte-blanche,2829
9712,2021-11-25 13:44:24,jcb,4977
9713,2021-12-20 22:25:09,diners-club-carte-blanche,3435
9714,2021-02-19 11:46:52,china-unionpay,9297
9715,2021-03-03 11:00:54,jcb,3344
9716,2021-09-26 16:36:53,jcb,668
9717,2021-03-25 03:37:05,bankcard,901
9718,2021-03-31 08:34:56,jcb,8155
9719,2021-02-01 22:26:49,americanexpress,3810
9720,2021-01-29 11:36:54,china-unionpay,1794
9721,2021-04-27 08:41:32,diners-club-carte-blanche,788
9722,2021-01-03 19:38:41,jcb,3149
9723,2021-09-02 13:45:05,jcb,3970
9724,2021-10-26 23:51:24,americanexpress,9049
9725,2021-07-08 20:50:43,jcb,685
9726,2021-03-19 14:44:22,visa,667
9727,2021-07-15 04:56:28,jcb,641
9728,2021-12-18 16:51:24,mastercard,1986
9729,2021-08-06 01:11:59,jcb,6791
9730,2021-11-15 02:35:33,jcb,8273
9731,2021-09-27 06:44:58,visa-electron,7753
9732,2021-03-27 00:45:21,jcb,7797
9733,2021-03-12 11:51:55,diners-club-carte-blanche,3158
9734,2021-10-13 17:01:46,diners-club-carte-blanche,9216
9735,2021-08-07 06:29:35,jcb,1307
9736,2021-01-24 06:39:03,mastercard,6633
9737,2021-05-08 21:43:09,bankcard,6944
9738,2021-02-25 06:18:38,visa-electron,4290
9739,2021-11-24 09:37:03,jcb,4428
9740,2021-09-23 22:07:00,diners-club-enroute,3150
9741,2021-09-20 03:51:23,americanexpress,1832
9742,2021-09-26 13:18:20,china-unionpay,8185
9743,2021-03-20 00:37:14,jcb,3140
9744,2021-04-26 00:13:50,diners-club-carte-blanche,647
9745,2021-07-02 13:40:46,diners-club-carte-blanche,5181
9746,2021-03-16 01:11:13,switch,3207
9747,2021-10-29 08:23:50,jcb,2374
9748,2021-09-06 06:57:01,mastercard,8864
9749,2021-04-11 08:05:05,mastercard,8006
9750,2021-04-27 02:56:37,instapayment,5163
9751,2021-01-15 19:29:11,jcb,5417
9752,2021-11-01 09:45:45,americanexpress,3896
9753,2021-12-13 22:33:54,bankcard,2363
9754,2021-10-14 21:19:15,bankcard,4899
9755,2021-03-22 12:50:12,laser,1454
9756,2021-07-16 02:44:56,china-unionpay,4998
9757,2021-02-22 13:27:19,visa-electron,6503
9758,2021-04-20 01:43:03,jcb,4871
9759,2021-10-11 22:49:36,americanexpress,6956
9760,2021-05-24 11:33:38,americanexpress,8423
9761,2021-11-30 12:30:57,instapayment,7700
9762,2021-12-13 10:33:51,jcb,5273
9763,2021-03-15 23:15:23,maestro,5755
9764,2021-07-08 20:32:50,jcb,4413
9765,2021-10-21 10:07:36,jcb,3044
9766,2021-09-26 16:11:54,jcb,6484
9767,2021-12-25 01:45:44,jcb,2711
9768,2021-10-26 23:56:10,maestro,3220
9769,2021-01-17 18:06:10,switch,2130
9770,2021-02-27 14:13:04,visa-electron,5651
9771,2021-09-03 01:39:39,jcb,8081
9772,2021-08-21 02:24:23,maestro,265
9773,2021-01-03 08:09:30,jcb,2513
9774,2021-06-09 17:17:38,jcb,4112
9775,2021-05-19 04:58:52,visa-electron,4675
9776,2021-07-22 07:04:18,jcb,3374
9777,2021-05-16 11:52:21,visa-electron,2048
9778,2021-01-24 22:27:30,maestro,1664
9779,2021-09-06 05:28:12,jcb,2490
9780,2021-01-01 17:21:16,jcb,1647
9781,2021-02-27 16:39:52,jcb,1239
9782,2021-04-10 04:46:27,visa-electron,1392
9783,2021-02-01 21:54:45,americanexpress,297
9784,2021-12-15 20:35:25,jcb,4993
9785,2021-04-01 02:11:25,mastercard,259
9786,2021-12-15 10:16:13,mastercard,9176
9787,2021-01-30 01:42:54,laser,1116
9788,2021-12-28 08:03:18,jcb,3808
9789,2021-11-08 02:11:28,jcb,5550
9790,2021-10-19 16:18:30,visa,7469
9791,2021-07-05 10:05:08,bankcard,5568
9792,2021-05-14 01:10:09,visa-electron,1510
9793,2021-04-06 00:16:07,jcb,6072
9794,2021-09-30 09:31:54,jcb,6401
9795,2021-01-09 19:50:15,jcb,1102
9796,2021-09-21 18:37:41,jcb,8238
9797,2021-03-21 12:21:18,jcb,5880
9798,2021-11-09 02:25:16,maestro,679
9799,2021-08-27 16:19:32,laser,1950
9800,2021-10-18 14:21:27,china-unionpay,2619
9801,2021-07-26 06:26:37,visa-electron,2372
9802,2021-04-30 06:43:41,jcb,9008
9803,2021-08-13 09:37:27,visa-electron,7521
9804,2021-06-27 14:02:58,maestro,9263
9805,2021-10-14 17:36:16,switch,330
9806,2021-07-24 06:07:34,diners-club-us-ca,6902
9807,2021-05-07 16:12:22,mastercard,1686
9808,2021-11-19 14:31:15,laser,2971
9809,2021-06-08 10:06:35,instapayment,9048
9810,2021-02-12 16:50:15,visa,7929
9811,2021-01-19 03:16:47,visa,4089
9812,2021-02-25 04:20:48,jcb,2976
9813,2021-07-22 18:45:54,maestro,4272
9814,2021-07-19 05:00:21,mastercard,3021
9815,2021-05-18 17:20:26,jcb,3431
9816,2021-11-10 16:58:13,jcb,356
9817,2021-01-14 11:47:20,jcb,6132
9818,2021-01-30 09:52:53,mastercard,5156
9819,2021-02-11 17:31:45,maestro,3956
9820,2021-07-01 18:30:45,jcb,762
9821,2021-12-28 19:59:01,jcb,7169
9822,2021-04-03 14:08:49,maestro,6821
9823,2021-10-22 21:18:48,mastercard,681
9824,2021-05-10 12:35:30,switch,8701
9825,2021-04-20 03:51:33,jcb,4836
9826,2021-02-14 01:14:15,diners-club-carte-blanche,3548
9827,2021-06-17 10:23:34,jcb,3534
9828,2021-07-25 12:29:06,instapayment,3010
9829,2021-08-07 04:07:27,bankcard,6600
9830,2021-08-13 09:39:27,jcb,2261
9831,2021-01-17 19:43:59,americanexpress,5787
9832,2021-08-22 22:42:27,jcb,4576
9833,2021-11-08 07:56:47,switch,7408
9834,2021-12-20 11:56:24,visa,1416
9835,2021-10-09 03:43:42,china-unionpay,7425
9836,2021-11-10 11:55:15,maestro,222
9837,2021-01-04 16:48:00,diners-club-enroute,3449
9838,2021-04-04 21:42:10,jcb,8092
9839,2021-06-16 20:11:26,laser,1728
9840,2021-02-03 15:13:01,jcb,4723
9841,2021-03-22 07:09:33,diners-club-us-ca,4096
9842,2021-10-19 18:25:22,visa-electron,1303
9843,2021-12-26 04:40:47,jcb,1091
9844,2021-07-27 20:36:27,diners-club-carte-blanche,1205
9845,2021-04-01 22:38:50,china-unionpay,2171
9846,2021-07-19 21:29:36,jcb,8361
9847,2021-06-24 22:02:45,visa-electron,7471
9848,2021-05-26 11:26:27,americanexpress,4399
9849,2021-07-09 01:26:36,jcb,863
9850,2021-10-31 22:29:23,maestro,3958
9851,2021-02-01 03:53:50,jcb,3199
9852,2021-01-12 14:03:49,visa-electron,2136
9853,2021-09-11 15:31:44,laser,1446
9854,2021-10-27 17:06:19,jcb,4840
9855,2021-03-13 21:34:15,jcb,6364
9856,2021-12-05 21:32:18,mastercard,1166
9857,2021-05-15 17:13:26,jcb,4444
9858,2021-10-20 07:00:49,jcb,2022
9859,2021-05-28 12:19:42,jcb,8004
9860,2021-01-12 20:39:24,bankcard,9448
9861,2021-12-22 01:15:34,bankcard,8116
9862,2021-02-07 06:10:18,maestro,8001
9863,2021-12-21 19:03:56,maestro,9282
9864,2021-08-30 22:12:06,jcb,308
9865,2021-08-09 10:35:00,maestro,6742
9866,2021-02-08 16:51:24,jcb,9036
9867,2021-03-09 01:35:49,bankcard,6086
9868,2021-01-09 16:07:23,mastercard,9376
9869,2021-03-29 15:11:14,diners-club-us-ca,5706
9870,2021-05-23 08:08:30,maestro,5511
9871,2021-01-10 18:44:31,jcb,7307
9872,2021-08-13 18:17:49,jcb,9932
9873,2021-08-27 13:05:03,maestro,7835
9874,2021-10-27 23:43:42,switch,396
9875,2021-07-07 19:06:37,mastercard,9381
9876,2021-07-01 05:28:08,americanexpress,2494
9877,2021-12-24 17:11:53,jcb,2407
9878,2021-11-01 04:39:41,jcb,3506
9879,2021-07-31 08:08:13,diners-club-enroute,3837
9880,2021-07-30 18:31:13,diners-club-carte-blanche,4903
9881,2021-08-28 16:29:47,maestro,3650
9882,2021-11-29 09:28:16,jcb,677
9883,2021-05-01 05:35:49,jcb,6162
9884,2021-10-26 13:11:32,bankcard,1352
9885,2021-10-17 11:00:43,jcb,5712
9886,2021-10-31 05:48:25,americanexpress,4592
9887,2021-07-17 16:42:39,switch,8655
9888,2021-01-27 19:49:25,visa,6185
9889,2021-01-22 16:17:21,americanexpress,1771
9890,2021-11-13 12:28:28,jcb,1729
9891,2021-02-14 11:11:43,jcb,360
9892,2021-05-21 21:48:30,laser,8062
9893,2021-11-04 02:11:34,visa,6881
9894,2021-05-19 07:53:14,diners-club-carte-blanche,6790
9895,2021-03-09 12:39:21,jcb,539
9896,2021-12-15 16:38:15,jcb,3559
9897,2021-02-23 20:21:13,jcb,8072
9898,2021-06-10 03:06:36,visa-electron,8699
9899,2021-12-22 00:20:25,jcb,5021
9900,2021-03-26 18:35:56,mastercard,2032
9901,2021-08-31 20:04:40,jcb,3010
9902,2021-07-25 03:42:59,jcb,3619
9903,2021-08-24 16:57:28,switch,9170
9904,2021-06-10 06:12:28,mastercard,799
9905,2021-10-14 08:38:32,diners-club-us-ca,1187
9906,2021-12-03 11:32:18,jcb,2657
9907,2021-04-02 11:02:41,diners-club-carte-blanche,9664
9908,2021-06-19 09:46:18,switch,9689
9909,2021-10-06 21:35:50,mastercard,3541
9910,2021-04-13 14:35:20,bankcard,5870
9911,2021-09-16 14:02:32,mastercard,6383
9912,2021-11-16 04:32:03,visa-electron,3640
9913,2021-05-12 13:44:22,visa,7922
9914,2021-10-12 23:26:11,laser,6117
9915,2021-03-27 03:19:04,mastercard,8527
9916,2021-07-29 04:10:23,diners-club-enroute,5302
9917,2021-05-01 17:05:02,diners-club-enroute,7853
9918,2021-03-21 00:00:18,mastercard,7663
9919,2021-10-08 20:09:17,mastercard,1161
9920,2021-11-03 06:21:50,jcb,1812
9921,2021-10-01 05:04:50,visa-electron,657
9922,2021-01-22 05:35:47,americanexpress,6595
9923,2021-09-01 01:00:53,jcb,3552
9924,2021-11-09 01:12:06,switch,5571
9925,2021-12-14 20:47:26,jcb,7090
9926,2021-12-20 13:20:45,jcb,491
9927,2021-07-01 13:39:08,jcb,5973
9928,2021-08-20 00:51:48,visa-electron,1465
9929,2021-04-26 19:33:39,jcb,1596
9930,2021-12-16 21:48:45,jcb,9478
9931,2021-03-25 19:58:10,jcb,8391
9932,2021-03-26 08:18:26,jcb,9790
9933,2021-03-29 07:41:36,jcb,5957
9934,2021-04-11 10:40:01,switch,6913
9935,2021-05-12 13:06:24,instapayment,5250
9936,2021-01-01 09:27:05,jcb,3402
9937,2021-09-02 21:39:33,maestro,696
9938,2021-12-04 09:33:05,jcb,7938
9939,2021-03-10 15:14:28,jcb,1826
9940,2021-02-27 21:52:12,jcb,7858
9941,2021-05-05 17:58:11,jcb,3403
9942,2021-04-19 19:36:40,jcb,2810
9943,2021-05-01 02:49:07,jcb,9122
9944,2021-05-25 03:17:52,laser,1175
9945,2021-12-09 16:38:29,jcb,8869
9946,2021-01-28 21:33:47,jcb,2995
9947,2021-05-19 12:24:44,switch,6244
9948,2021-03-25 18:48:44,instapayment,2632
9949,2021-12-24 07:46:49,diners-club-enroute,2592
9950,2021-01-11 17:37:53,jcb,9498
9951,2021-02-25 21:15:28,maestro,4231
9952,2021-02-23 12:31:42,mastercard,7249
9953,2021-06-30 21:09:35,jcb,8846
9954,2021-11-13 17:08:00,diners-club-us-ca,8154
9955,2021-06-07 04:32:36,jcb,4799
9956,2021-12-13 17:49:14,jcb,240
9957,2021-09-11 13:05:29,jcb,5910
9958,2021-05-22 21:54:36,maestro,6126
9959,2021-01-16 05:50:55,americanexpress,4939
9960,2021-05-19 10:42:11,visa,8248
9961,2021-08-22 00:25:42,solo,3174
9962,2021-04-09 20:06:18,jcb,4352
9963,2021-04-01 03:14:29,diners-club-carte-blanche,1264
9964,2021-07-21 14:37:44,jcb,6281
9965,2021-07-21 14:44:21,bankcard,558
9966,2021-02-14 22:10:29,jcb,7359
9967,2021-01-11 15:10:50,jcb,2933
9968,2021-11-27 11:15:55,mastercard,2062
9969,2021-03-11 15:10:15,jcb,9803
9970,2021-08-19 09:24:21,jcb,6243
9971,2021-08-25 23:09:29,switch,2004
9972,2021-01-29 22:29:50,jcb,8115
9973,2021-06-25 13:21:54,jcb,9500
9974,2021-09-17 20:47:36,mastercard,5309
9975,2021-12-01 10:29:30,mastercard,2725
9976,2021-08-24 19:50:00,maestro,2771
9977,2021-08-24 05:24:21,jcb,839
9978,2021-08-31 05:39:32,americanexpress,7569
9979,2021-10-26 07:56:20,jcb,5871
9980,2021-04-21 13:23:15,maestro,9957
9981,2021-02-18 04:33:55,jcb,7547
9982,2021-06-24 20:26:29,instapayment,6233
9983,2021-06-18 18:35:29,switch,4369
9984,2021-05-06 16:05:53,jcb,3443
9985,2021-08-08 13:17:08,jcb,4831
9986,2021-09-25 09:18:04,diners-club-us-ca,7121
9987,2021-05-27 05:57:14,jcb,2809
9988,2021-06-09 23:59:34,jcb,2613
9989,2021-05-21 10:18:25,maestro,9960
9990,2021-11-13 14:07:22,mastercard,4771
9991,2021-04-26 11:00:04,bankcard,688
9992,2021-01-26 07:25:35,jcb,7501
9993,2021-05-26 07:39:55,maestro,7174
9994,2021-11-25 00:53:36,diners-club-carte-blanche,2793
9995,2021-09-28 14:54:40,switch,5879
9996,2021-11-26 18:56:57,maestro,7683
9997,2021-11-12 14:06:29,bankcard,4649
9998,2021-01-07 11:10:09,diners-club-carte-blanche,6104
9999,2021-06-20 19:39:17,maestro,5150
10000,2021-12-03 14:05:09,jcb,8177
10001,2021-09-13 21:04:38,jcb,3978
10002,2021-12-06 14:10:54,mastercard,5110
10003,2021-07-21 15:43:14,jcb,9365
10004,2021-10-08 11:30:17,diners-club-enroute,144
10005,2021-12-15 18:13:26,diners-club-enroute,4524
10006,2021-08-07 11:59:43,visa-electron,6190
10007,2021-10-25 14:50:04,jcb,8494
10008,2021-10-21 13:42:30,jcb,854
10009,2021-05-31 21:17:39,diners-club-enroute,8307
10010,2021-05-06 05:15:06,mastercard,9834
10011,2021-07-27 07:37:02,maestro,2275
10012,2021-03-29 18:17:05,mastercard,3018
10013,2021-06-25 17:48:33,jcb,4098
10014,2021-05-06 23:14:12,americanexpress,3707
10015,2021-04-27 22:14:42,jcb,6194
10016,2021-06-28 02:06:50,jcb,436
10017,2021-05-10 01:04:43,americanexpress,5801
10018,2021-01-07 01:07:38,visa,6249
10019,2021-06-13 00:57:00,maestro,8793
10020,2021-05-12 05:18:22,jcb,7043
10021,2021-02-23 06:12:37,mastercard,8001
10022,2021-10-26 07:40:49,americanexpress,8329
10023,2021-08-04 13:11:11,jcb,2327
10024,2021-08-02 13:10:10,china-unionpay,5751
10025,2021-04-24 05:54:13,maestro,3956
10026,2021-10-10 09:42:34,jcb,4631
10027,2021-02-25 16:51:05,switch,9571
10028,2021-08-06 09:12:05,jcb,8114
10029,2021-03-24 11:55:35,jcb,7677
10030,2021-08-07 16:15:02,china-unionpay,8592
10031,2021-04-08 18:52:33,mastercard,3316
10032,2021-03-11 17:21:00,jcb,9044
10033,2021-12-14 15:48:26,jcb,4134
10034,2021-05-20 10:19:17,jcb,2527
10035,2021-11-21 12:24:36,jcb,1171
10036,2021-11-18 10:42:51,jcb,9087
